,Sector,Month,Sentiment_Sum,Sentiment_Count,Weighted_Average_Sentiment,Date
1487,Real Estate,2015-08,139,200,0.695,2015-08-01
1488,Real Estate,2015-09,87,156,0.5576923076923077,2015-09-01
1489,Real Estate,2015-10,199,275,0.7236363636363636,2015-10-01
1490,Real Estate,2015-11,87,173,0.5028901734104047,2015-11-01
1491,Real Estate,2015-12,137,207,0.6618357487922706,2015-12-01
1492,Real Estate,2016-01,74,155,0.4774193548387097,2016-01-01
1493,Real Estate,2016-02,107,143,0.7482517482517482,2016-02-01
1494,Real Estate,2016-03,99,189,0.5238095238095238,2016-03-01
1495,Real Estate,2016-04,152,248,0.6129032258064516,2016-04-01
1496,Real Estate,2016-05,148,209,0.7081339712918661,2016-05-01
1497,Real Estate,2016-06,139,210,0.6619047619047619,2016-06-01
1498,Real Estate,2016-07,142,323,0.43962848297213625,2016-07-01
1499,Real Estate,2016-08,158,248,0.6370967741935484,2016-08-01
1500,Real Estate,2016-09,155,213,0.7276995305164319,2016-09-01
1501,Real Estate,2016-10,104,235,0.4425531914893617,2016-10-01
1502,Real Estate,2016-11,108,168,0.6428571428571429,2016-11-01
1503,Real Estate,2016-12,160,331,0.48338368580060426,2016-12-01
1504,Real Estate,2017-01,241,369,0.6531165311653117,2017-01-01
1505,Real Estate,2017-02,207,374,0.553475935828877,2017-02-01
1506,Real Estate,2017-03,157,376,0.4175531914893617,2017-03-01
1507,Real Estate,2017-04,365,540,0.6759259259259259,2017-04-01
1508,Real Estate,2017-05,178,506,0.35177865612648224,2017-05-01
1509,Real Estate,2017-06,255,431,0.5916473317865429,2017-06-01
1510,Real Estate,2017-07,649,876,0.7408675799086758,2017-07-01
1511,Real Estate,2017-08,1254,2573,0.48736883015934707,2017-08-01
1512,Real Estate,2017-09,559,875,0.6388571428571429,2017-09-01
1513,Real Estate,2017-10,627,871,0.7198622273249139,2017-10-01
1514,Real Estate,2017-11,612,1038,0.5895953757225434,2017-11-01
1515,Real Estate,2017-12,614,946,0.6490486257928119,2017-12-01
1516,Real Estate,2018-01,679,1172,0.5793515358361775,2018-01-01
1517,Real Estate,2018-02,800,1221,0.6552006552006552,2018-02-01
1518,Real Estate,2018-03,401,709,0.5655853314527504,2018-03-01
1519,Real Estate,2018-04,643,883,0.7281993204983013,2018-04-01
1520,Real Estate,2018-05,350,692,0.5057803468208093,2018-05-01
1521,Real Estate,2018-06,501,709,0.7066290550070522,2018-06-01
1522,Real Estate,2018-07,509,792,0.6426767676767676,2018-07-01
1523,Real Estate,2018-08,581,1056,0.5501893939393939,2018-08-01
1524,Real Estate,2018-09,268,446,0.600896860986547,2018-09-01
1525,Real Estate,2018-10,478,736,0.6494565217391305,2018-10-01
1526,Real Estate,2018-11,306,615,0.4975609756097561,2018-11-01
1527,Real Estate,2018-12,346,634,0.5457413249211357,2018-12-01
1528,Real Estate,2019-01,405,623,0.6500802568218299,2019-01-01
1529,Real Estate,2019-02,601,905,0.6640883977900552,2019-02-01
1530,Real Estate,2019-03,342,563,0.6074600355239786,2019-03-01
1531,Real Estate,2019-04,473,731,0.6470588235294118,2019-04-01
1532,Real Estate,2019-05,541,796,0.6796482412060302,2019-05-01
1533,Real Estate,2019-06,279,709,0.3935119887165021,2019-06-01
1534,Real Estate,2019-07,539,893,0.6035834266517357,2019-07-01
1535,Real Estate,2019-08,716,1210,0.5917355371900826,2019-08-01
1536,Real Estate,2019-09,503,794,0.6335012594458438,2019-09-01
1537,Real Estate,2019-10,687,1018,0.674852652259332,2019-10-01
1538,Real Estate,2019-11,628,935,0.6716577540106952,2019-11-01
1539,Real Estate,2019-12,615,888,0.6925675675675675,2019-12-01
1540,Real Estate,2020-01,668,1066,0.626641651031895,2020-01-01
1541,Real Estate,2020-02,1037,1705,0.6082111436950146,2020-02-01
1542,Real Estate,2020-03,572,1034,0.5531914893617021,2020-03-01
